id,topic,variant,question,answer,ref,source,visibility,type,weight,notes,created,modified,verified,status,tags
1731,Radio Navigation,,Explain that primary ground radar is used to?,Detect aircraft that are not equipped with a secondary radar transponder.,062.03.02.01.02,EASA LOs,Hidden,,0.9579347455874083,,09/02/2022,04/06/2025,,ok,if
1736,Radio Navigation,,List the two main tasks of the weather radar in respect of weather and navigation.,"1 Main task: Primary purpose is to detect thunderstorms (and by inference, severe turbulence)2 main task: ground mapping as a navigation aid",062.03.03.01.01,EASA LOs,Hidden,,0.20717801433056596,,09/02/2022,04/06/2025,,ok,if
1737,Radio Navigation,,State that modern weather radars employ frequencies that give wavelengths of about X cm that reflect best on wet hailstones. What is X?,X = 3cm,062.03.03.01.02,EASA LOs,Hidden,,0.40112873585894704,,09/02/2022,04/06/2025,,ok,if
1738,Radio Navigation,,State that the AWR antenna is stabilised in the horizontal plane with signals from?,The aircraft’s attitude reference system.,062.03.03.01.03,EASA LOs,Hidden,,0.26915363455191255,,09/02/2022,04/06/2025,,ok,if
1739,Radio Navigation,,Describe the radar beam used for weather detection?,The cone-shaped pencil beam of about 3 to 5 degrees beam width,062.03.03.01.04,EASA LOs,Hidden,,0.4400963922962546,,09/02/2022,04/06/2025,,ok,if
1741,Radio Navigation,,Explain the functions of the following different controls on the radar control panel:,"off/on switch; function switch with WX, WX plus T and MAP modes; gain-control setting (auto/manual); tilt/autotilt switch.Wx - WeatherWx+T - weather and turbulenceMap - ground mapping modeTilt - tilt of the beam set auto or manually. And in accordance with company policy. Lots of questions about tilting it up before take-off to see into the climb out area etc. PWS - Protective Wind Shear detection ls happens below 2300'",062.03.03.02.01,EASA LOs,Hidden,,0.5837583444081247,,09/02/2022,04/06/2025,,ok,if
1742,Radio Navigation,,"Name, for areas of differing reflection intensity, the colour gradations?","(green, yellow, red and magenta) indicating the increasing intensity of precipitation.Mental note - there is no amber.",062.03.03.02.02,EASA LOs,Hidden,,0.27974434988573194,,09/02/2022,04/06/2025,,ok,if
1743,Radio Navigation,,AWR: State the use of azimuth-marker lines and range lines in respect of the relative bearing and the distance to a thunderstorm on the screen.,"Not sure I can find a BGS answer to this - I presume it's just a scale indicating relative bearings, distances etc - use of range settings to see beyond bad weather, blind alleys, unknown weather behind strong returns etc.",062.03.03.02.03,EASA LOs,Hidden,,0.23610779782757163,,09/02/2022,04/06/2025,,ok,if
1745,Radio Navigation,,"Explain how the radar is used for weather detection and for mapping (range, tilt and gain, if available).",Many factors put simply:Tilt up pre-take offCruise zero tilt or 1 degree down means at 80NM will be looking 20000' down (80NM is also one of the range rings on the EFIS)Descent or low level - tilt slightly up to avoid ground clutter.,062.03.03.03.01,EASA LOs,Hidden,,0.1858640532009304,,09/02/2022,04/06/2025,,ok,if
1746,Radio Navigation,,"Errors, accuracy, limitations","Best at detecting, in order?Wet hailRainWest snowDry hailDry snowDrizzleThink Microwave - it's matched to water droplets in liquid state hence the order is basically wet dense, dry dense, small light.",062.03.03.04,EASA LOs,Hidden,,0.8448903621174395,,09/02/2022,04/06/2025,,ok,if
1747,Radio Navigation,,Explain why AWR should be used with extreme caution when on the ground.,RADHAZ to people,062.03.03.04.01,EASA LOs,Hidden,,0.7177716884762049,,09/02/2022,04/06/2025,,ok,if
1749,Radio Navigation,,Explain the danger of the area behind heavy rain (shadow area) where no radar waves will penetrate.,"It doesn't necessarily mean the area is clear of weather. ie, intense returns are masking weather behind.",062.03.03.05.01,EASA LOs,Hidden,,0.7056805291213095,,09/02/2022,04/06/2025,,ok,if
1750,Radio Navigation,,Describe appropriate tilt settings in relation to altitude and thunderstorms.,Tilt up pre-take offCruise zero tilt or 1 degree down means at 80NM will be looking 20000' down (80NM is also one of the range rings on the EFIS)Descent or low level - tilt slightly up to avoid ground clutter.,062.03.03.05.02,EASA LOs,Hidden,,0.9231391190551219,,09/02/2022,04/06/2025,,ok,if
1751,Radio Navigation,,Explain why a thunderstorm may not be detected when the tilt is set too high.,The tops of the clouds are mainly Ice which are not easily detected. Therefore the wet/rain needs to be detected which are further down in the CB,062.03.03.05.03,EASA LOs,Hidden,,0.7904936987906694,,09/02/2022,04/06/2025,,ok,if
1752,Radio Navigation,,AWR - Application for navigation,Use of ground features can be detected on the AWR in mapping mode. Older systems could theoretically be updated with a mapping/radar fix from a known point of land.,062.03.03.06,EASA LOs,Hidden,,0.0860277358442545,,09/02/2022,04/06/2025,,ok,if
1753,Radio Navigation,,Describe the navigation function of the radar in the mapping mode.,Use of ground features can be detected on the AWR in mapping mode. Older systems could theoretically be updated with a mapping/radar fix from a known point of land.,062.03.03.06.01,EASA LOs,Hidden,,0.6213551107794046,,09/02/2022,04/06/2025,,ok,if
1754,Radio Navigation,,Describe the use of the weather radar to avoid a thunderstorm (Cb).,"Use of tilt to detect the wet/rain part of the cloud. Interpretation of the display. Masking issues, etc. Use of gain to help with interpretation of display.",062.03.03.06.02,EASA LOs,Hidden,,0.2052805703133345,,09/02/2022,04/06/2025,,ok,if
1755,Radio Navigation,,Explain how turbulence (not CAT) can be detected by a modern weather radar.,This works by use of a doppler radar that is sensitive to the horizontal movements of water droplets.Large irregular areas of horizontal movement = turbulence. Use the WX/T or WX/Turb modeDoesn't detect CAT,062.03.03.06.03,EASA LOs,Hidden,,0.9358753799460828,,09/02/2022,04/06/2025,,ok,if
1756,Radio Navigation,,Explain how wind shear can be detected by a modern weather radar?,"Works below 2300'Similar principle to turbulence detection - ie, doppler radar sensitive to horizontal movement. Detects microbursts etc.  Has an audio warning ""WIND SHEAR AHEAD""",062.03.03.06.04,EASA LOs,Hidden,,0.01057805493474006,,09/02/2022,04/06/2025,,ok,if
1759,Radio Navigation,,State that the ATC SSR system is based on?,The replies provided by the airborne transponders in response to interrogations from the ATC secondary radar.,062.03.04.01.01,EASA LOs,Hidden,,0.9301248556002975,,09/02/2022,04/06/2025,,ok,if
1761,Radio Navigation,,State that an airborne transponder provides?,Coded-reply signals in response to interrogation signals from the ground secondary radar and from aircraft equipped with traffic alert and collision avoidance system (TCAS).,062.03.04.01.03,EASA LOs,Hidden,,0.31127420347183943,,09/02/2022,04/06/2025,,ok,if
1762,Radio Navigation,,State the advantages of secondary surveillance radar (SSR) over a primary radar?,Range and collected information due to transponder principal information and active participation of the aircraft.,062.03.04.01.04,EASA LOs,Hidden,,0.6703162593767047,,09/02/2022,04/06/2025,,ok,if
1764,Radio Navigation,,State that the SSR interrogator transmits its interrogations in the form of?,A series of pulse pairs.,062.03.04.02.01,EASA LOs,Hidden,,0.9046782762743533,,09/02/2022,04/06/2025,,ok,if
1765,Radio Navigation,,Name the interrogation modes?,Mode A;  4096 codesMode C; Alt readout as calculated by ADCMode S.16 million 24 bit aircraft addresses,062.03.04.02.02,EASA LOs,Hidden,,0.2215658542700112,,09/02/2022,04/06/2025,,ok,if
1766,Radio Navigation,,State that the interrogation frequency and the reply frequency are different.,Ground sends out 2 pulses on 1030MHzAircraft responds with longer train of pulses on 1090MHz,062.03.04.02.03,EASA LOs,Hidden,,0.6616281708702445,,09/02/2022,04/06/2025,,ok,if
1767,Radio Navigation,,Explain that the decoding of the time interval between the pulse pairs determines the operating mode of the transponder:,Mode A: 8 micro secsMode C: 21 micro secsMode S: selection of aircraft address and transmission of flight data for the ground surveillance.,062.03.04.02.04,EASA LOs,Hidden,,0.5962390997447073,,09/02/2022,04/06/2025,,ok,if
1768,Radio Navigation,,State that Mode A designation is a sequence of?,Four digits which can be manually selected from 4096 available codes.,062.03.04.02.05,EASA LOs,Hidden,,0.4754028897732496,,09/02/2022,04/06/2025,,ok,if
1769,Radio Navigation,,"State that in Mode C reply, the pressure altitude is reported in X-ft increments. What is X?",100' increments.(Note Mode S will report in 25' increments).,062.03.04.02.06,EASA LOs,Hidden,,0.23541329568251967,,09/02/2022,04/06/2025,,ok,if
1770,Radio Navigation,,"State that in addition to the information provided, on request from ATC, a special position identification (SPI) pulse can be transmitted but only when?",As a result of a manual selection by the pilot (IDENT button).,062.03.04.02.07,EASA LOs,Hidden,,0.03778578527271747,,09/02/2022,04/06/2025,,ok,if
1771,Radio Navigation,,State the need for compatibility of Mode S with Mode A and C.,They operate on the same frequencies and are backwards compatible with Mode A and C,062.03.04.02.08,EASA LOs,Hidden,,0.976780405268073,,09/02/2022,04/06/2025,,ok,if
1773,Radio Navigation,,"State that Mode S interrogation contains either the aircraft address, selective call or all-call address.",I didn't find a specific reference to this in BGS notes.,062.03.04.02.10,EASA LOs,Hidden,,0.27470498625189066,,09/02/2022,04/06/2025,,ok,"electrical,if"
1774,Radio Navigation,,"State that every aircraft is allocated an ICAO aircraft address, which is BLANK-BLANK into the Mode S transponder (Mode S address).What is the hyphenated blanks?",Hard-coded,062.03.04.02.11,EASA LOs,Hidden,,0.6340957432985306,,09/02/2022,04/06/2025,,ok,if
1776,Radio Navigation,,"State that Mode S can provide enhanced vertical tracking, using a X-ft altitude increment. What is X?",X = 25',062.03.04.02.13,EASA LOs,Hidden,,0.4522476680576801,,09/02/2022,04/06/2025,,ok,if
1780,Radio Navigation,,State which information can be presented on the ATC display system?,pressure altitude; flight level; flight number or aircraft registration number; GS.,062.03.04.03.02,EASA LOs,Hidden,,0.24343924690037969,,09/02/2022,04/06/2025,,ok,if
1781,Radio Navigation,,Explain the use and function of the selector modes?,"OFF, Standby, ON (Mode A), ALT (Mode A, C and S), TEST, and of the reply lamp.",062.03.04.03.03,EASA LOs,Hidden,,0.00288297981023788,,09/02/2022,04/06/2025,,ok,"electrical,if"
1787,Radio Navigation,,State that there are four main GNSSs. These are:,USA NAVigation System with Timing And Ranging Global Positioning System (NAVSTAR GPS); Russian GLObal NAvigation Satellite System (GLONASS); European Galileo (under construction); Chinese BeiDou (under construction).,062.06.01.01.01,EASA LOs,Hidden,,0.39778670901432633,,09/02/2022,04/06/2025,,ok,if
1791,Radio Navigation,,State that there are currently two modes of GPS operation:,"Standard positioning service (SPS) for civilian users, Precise positioning service (PPS) for authorised users.",062.06.01.02.01,EASA LOs,Hidden,,0.535305236466229,,09/02/2022,04/06/2025,,ok,if
1793,Radio Navigation,,Name the three GNSS segments as follow?,Space segment; control segment; user segment.,062.06.01.02.03,EASA LOs,Hidden,,0.2229430666193366,,09/02/2022,04/06/2025,,ok,if
1795,Radio Navigation,,"State that each satellite broadcasts ranging signals on two UHF frequencies, these are known as?",L1 and L2.,062.06.01.02.04,EASA LOs,Hidden,,0.7966916719451546,,09/02/2022,04/06/2025,,ok,if
1796,Radio Navigation,,State that SPS is a positioning and timing service provided on?,frequency L1.,062.06.01.02.05,EASA LOs,Hidden,,0.4804854765534401,,09/02/2022,04/06/2025,,ok,if
1798,Radio Navigation,,State that the satellites transmit a coded signal used for?,"Ranging, identification (satellite individual PRN code), timing and navigation.",062.06.01.02.07,EASA LOs,Hidden,,0.8913559233769774,4 things,09/02/2022,04/06/2025,,ok,if
1799,Radio Navigation,,GNSS: State that the navigation message contains?,Satellite clock correction parameters; Universal Time Coordinated (UTC) parameters; an ionospheric model; satellite health data.BGS also says almanac and ephemeris,062.06.01.02.08,EASA LOs,Hidden,,0.7036656686104834,,09/02/2022,04/06/2025,,ok,if
1800,Radio Navigation,,State that an ionospheric model is used to calculate?,The time delay of the signal travelling through the ionosphere.,062.06.01.02.09,EASA LOs,Hidden,,0.26466348161920905,,09/02/2022,04/06/2025,,ok,if
1801,Radio Navigation,,"State that two codes are transmitted on the L1 frequency, namely?",a coarse acquisition (C/A) code and a precision (P) code. The P code is not used for standard positioning service (SPS).,062.06.01.02.10,EASA LOs,Hidden,,0.4609242626465857,,09/02/2022,04/06/2025,,ok,if
1802,Radio Navigation,,State that satellites are equipped with what type of clocks which allow the system to keep very accurate time reference.,Atomic,062.06.01.02.11,EASA LOs,Hidden,,0.3398117935284972,,09/02/2022,04/06/2025,,ok,if
1804,Radio Navigation,,State that the control segment comprises:,A master control station; a ground antenna; monitoring stations.,062.06.01.02.12,EASA LOs,Hidden,,0.04957071272656321,3 sub-sections,09/02/2022,04/06/2025,,ok,if
1805,Radio Navigation,,State that the control segment provides?,Monitoring of the constellation status; correction of orbital parameters; navigation data uploading.,062.06.01.02.13,EASA LOs,Hidden,,0.7770237145014107,,09/02/2022,04/06/2025,,ok,if
1807,Radio Navigation,,State that GNSS supplies what to the User segment?,"three-dimensional position fixes and speed data, plus a precise time reference.",062.06.01.02.14,EASA LOs,Hidden,,0.32431122148409486,,09/02/2022,04/06/2025,,ok,if
1808,Radio Navigation,,State that a GNSS receiver is able to determine the distance to a satellite by determining?,The difference between the time of transmission by the satellite and the time of reception.,062.06.01.02.15,EASA LOs,Hidden,,0.5607471605762839,,09/02/2022,04/06/2025,,ok,if
1809,Radio Navigation,,State that the initial distance calculated to the satellites is called pseudo-range because?,The difference between the GNSS receiver time and the satellite time references initially creates an erroneous range.,062.06.01.02.16,EASA LOs,Hidden,,0.9692646428011357,,09/02/2022,04/06/2025,,ok,if
1810,Radio Navigation,,State that each range defines a sphere with its centre where?,At the satellite.,062.06.01.02.17,EASA LOs,Hidden,,0.6888243393041193,,09/02/2022,04/06/2025,,ok,if
1811,Radio Navigation,,"State that there are four unknown parameters (x, y, z and Delta t) (receiver clock error) which require the measurement of ranges to X different satellites in order to get the position. What is X?",X = 4,062.06.01.02.18,EASA LOs,Hidden,,0.39894655719399447,,09/02/2022,04/06/2025,,ok,if
1813,Radio Navigation,,State that the receiver is able to calculate aircraft ground speed using?,The space vehicle (SV) Doppler frequency shift Or the change in receiver position over time.,062.06.01.02.20,EASA LOs,Hidden,,0.44192909635603433,2 methods,09/02/2022,04/06/2025,,ok,if
1815,Radio Navigation,,Define ‘receiver autonomous integrity monitoring (RAIM)’ as a technique that ensures the integrity of the provided data by?,"using redundant measurements.ie, extra satellites",062.06.01.02.21,EASA LOs,Hidden,,0.5656781406141818,,09/02/2022,04/06/2025,,ok,if
1816,Radio Navigation,,State that RAIM is achieved by?,Consistency checks among range measurements.,062.06.01.02.22,EASA LOs,Hidden,,0.2406612136401236,,09/02/2022,04/06/2025,,ok,if
1817,Radio Navigation,,State that basic RAIM requires X satellites. A Yth one is for isolating a faulty satellite from the navigation solution. X and Y are numbers - what are they?,X = 5Y = 6,062.06.01.02.23,EASA LOs,Hidden,,0.21273241890594363,,09/02/2022,04/06/2025,,ok,if
1818,Radio Navigation,,State that agreements have been concluded between the appropriate agencies for the compatibility and interoperability by any approved user of?,NAVSTAR and GLONASS systems.,062.06.01.02.24,EASA LOs,Hidden,,0.47291258396580815,,09/02/2022,04/06/2025,,ok,if
1819,Radio Navigation,,"State that the different GNSSs use different data with respect to reference systems, orbital data, and navigation services.","My  notes: this has to be the case - they are in different orbits, positions etc.",062.06.01.02.25,EASA LOs,Hidden,,0.5588765311986208,,09/02/2022,04/06/2025,,ok,if
1821,Radio Navigation,,List the most significant factors that affect accuracy?,"ionospheric propagation delay; dilution of precision; satellite clock error; satellite orbital variations; multipath.(wrong position in orbit, , satellites not ideally spaced, wrong time, wayward signal).",062.06.01.03.01,EASA LOs,Hidden,,0.23065438261255625,,09/02/2022,04/06/2025,,ok,if
1822,Radio Navigation,,"State that a user equivalent range error (UERE) can be computed from all these (ie, the significant errors) factors.",All the erros of satellite:Ionospheric PropagationSatellite Orbital variationsInst/receiver errorMultipath signalsSatellite clock errorGDOPCoverage problems,062.06.01.03.02,EASA LOs,Hidden,,0.5304821981117129,,09/02/2022,04/06/2025,,ok,if
1823,Radio Navigation,,State that the error from the ionospheric propagation delay (IPD) can be reduced by?,"modelling, using a model of the ionosphere, or can almost be eliminated by using two frequencies.",062.06.01.03.03,EASA LOs,Hidden,,0.7939311102963984,,09/02/2022,04/06/2025,,ok,if
1824,Radio Navigation,,State that the most significant error is?,Ionospheric delay,062.06.01.03.04,EASA LOs,Hidden,,0.9004003386944531,,09/02/2022,04/06/2025,,ok,if
1825,Radio Navigation,,State that dilution of precision arises from?,the geometry and number of satellites in view. It is called geometric dilution of precision (GDOP).,062.06.01.03.05,EASA LOs,Hidden,,0.11926463339477776,,09/02/2022,04/06/2025,,ok,if
1826,Radio Navigation,,State that the UERE in combination with the geometric dilution of precision (GDOP) allows for?,An estimation of position accuracy.,062.06.01.03.06,EASA LOs,Hidden,,0.5573701462708414,,09/02/2022,04/06/2025,,ok,if
1827,Radio Navigation,,State that errors in the satellite orbits are due to?,Solar winds; gravitation of the Sun and the Moon.,062.06.01.03.07,EASA LOs,Hidden,,0.698533033952117,,09/02/2022,04/06/2025,,ok,if
1830,Radio Navigation,,Explain the principle of a GBAS?,To measure on the ground the errors in the signals transmitted by GNSS satellites and relay the measured errors to the user for correction.,062.06.02.01.01,EASA LOs,Hidden,,0.7717843255959451,,09/02/2022,04/06/2025,,ok,if
1831,Radio Navigation,,State that the ICAO GBAS standard is based on this technique through the use of a data link in the?,VHF band of ILS-VOR systems (108-118 MHz).,062.06.02.01.02,EASA LOs,Hidden,,0.39021965442225337,,09/02/2022,04/06/2025,,ok,if
1832,Radio Navigation,,State that for a GBAS station the coverage is about?,20 NM.,062.06.02.01.03,EASA LOs,Hidden,,0.5642245085909963,,09/02/2022,04/06/2025,,ok,if
1833,Radio Navigation,,State that GBAS provides information for guidance in what 2 areas?,"The terminal area, and for three-dimensional guidance in the final approach segment (FAS) by transmitting the FAS data block.",062.06.02.01.04,EASA LOs,Hidden,,0.9211457478813828,,09/02/2022,04/06/2025,,ok,if
1834,Radio Navigation,,"State that one GBAS ground station can support all the aircraft subsystems within its coverage providing the aircraft with approach data, corrections and integrity information for GNSS satellites in view via a?",VHF data broadcast (VDB).,062.06.02.01.05,EASA LOs,Hidden,,0.7481611240655184,Type of broadcast,09/02/2022,04/06/2025,,ok,if
1835,Radio Navigation,,State that the minimum software designed GBAS coverage area is?,"10 degrees on either side of the final approach path to a distance between 15 and 20 NM, and 35 degrees on either side of the final approach path up to a distance of 15 NM.Similar to ILS but not quiteFor ref, ILS is 10 deg out to 25NM and 35 deg out to 17NM",062.06.02.01.06,EASA LOs,Hidden,,0.04885231982916593,,09/02/2022,04/06/2025,,ok,if
1836,Radio Navigation,,State that outside the GBAS coverage area the FAS data of GBAS is not used.,Note: FAS = Final Approach Segment,062.06.02.01.07,EASA LOs,Hidden,,0.08247593278065322,,09/02/2022,04/06/2025,,ok,if
1837,Radio Navigation,,State that GBAS based on GPS is sometimes called?,local area augmentation system (LAAS).,062.06.02.01.08,EASA LOs,Hidden,,0.17635924834758043,older term in the U.S,09/02/2022,04/06/2025,,ok,if
1838,Radio Navigation,,State that a GBAS-based approach is called a?,GLS approach (GLS-GNSS landing system).,062.06.02.01.09,EASA LOs,Hidden,,0.1101939263753593,,09/02/2022,04/06/2025,,ok,if
1840,Radio Navigation,,Explain the principle of an SBAS?,"To measure on the ground the errors in the signals received from the satellites and transmit differential corrections and integrity messages for navigation satellites.ie, it uses satellites to broadcast corrections and not a ground VHF broadcast.",062.06.02.02.01,EASA LOs,Hidden,,0.8368877465836704,,09/02/2022,04/06/2025,,ok,if
1841,Radio Navigation,,State that the SBAS frequency band of the data link is: identical? or different? to that of the GPS signals.,It's identical,062.06.02.02.02,EASA LOs,Hidden,,0.2889384478330612,,09/02/2022,04/06/2025,,ok,if
1845,Radio Navigation,,State that SBAS allows the implementation of three-dimensional Type A and Type B approaches. What are these?,Type A and B are old ICAO terms more commonly known as APV (approaches with vertical guidance)Type A DH not less than 250'Tybe B DH not less than 200',062.06.02.02.06,EASA LOs,Hidden,,0.6748075978830457,,09/02/2022,04/06/2025,,ok,if
1846,Radio Navigation,,State the following examples of SBAS?,European Geostationary Navigation Overlay Service (EGNOS) in western Europe and the Mediterranean; wide area augmentation system (WAAS) in the USA;multi-functional transport satellite (MTSAT)-based augmentation system (MSAS) in Japan; GPS and geostationary earth orbit augmented navigation (GAGAN) in India.,062.06.02.02.07,EASA LOs,Hidden,,0.3461826308630407,,09/02/2022,04/06/2025,,ok,if
1847,Radio Navigation,,State that SBAS is designed to significantly improve what?,accuracy and integrity.,062.06.02.02.08,EASA LOs,Hidden,,0.11888504028320312,,09/02/2022,04/06/2025,,ok,if
1848,Radio Navigation,,Explain that integrity and safety are improved by alerting SBAS users within X seconds if a GPS malfunction occurs. What is X?,X = 6,062.06.02.02.09,EASA LOs,Hidden,,0.10956249432638288,,09/02/2022,04/06/2025,,ok,if
1851,Radio Navigation,,Explain the principle of ABAS?,to use redundant elements within the GPS constellation (e.g. multiplicity of distance measurements to various satellites) or the combination of GNSS measurements with those of other navigation sensors (such as inertial systems) in order to develop integrity control.,062.06.02.04.01,EASA LOs,Hidden,,0.39173429226502776,,09/02/2022,04/06/2025,,ok,if
1852,Radio Navigation,,State that the type of ABAS using only GNSS information is named?,Receiver autonomous integrity monitoring (RAIM).,062.06.02.04.02,EASA LOs,Hidden,,0.9699933985248208,,09/02/2022,04/06/2025,,ok,if
1853,Radio Navigation,,State that a system using information from additional onboard sensors is named?,Aircraft autonomous integrity monitoring (AAIM).,062.06.02.04.03,EASA LOs,Hidden,,0.06289806403219698,,09/02/2022,04/06/2025,,ok,if
1854,Radio Navigation,,Explain that the typical sensors used for AAIM are?,barometric altimeter and inertial reference system (IRS).,062.06.02.04.04,EASA LOs,Hidden,,0.9519264982081949,,09/02/2022,04/06/2025,,ok,if
1858,Radio Navigation,,List the factors used to define area navigation (RNAV) or required navigation performance (RNP) system performance requirements?,"Accuracy, integrity and continuity.",062.07.01.01.01,EASA LOs,Hidden,,0.6352419299073517,,09/02/2022,04/06/2025,,ok,if
1859,Radio Navigation,,State that these RNAV and RNP systems are necessary to optimise the utilisation of available airspace.,"ie, more efficient use through improved accuracy",062.07.01.01.02,EASA LOs,Hidden,,0.4045543600805104,,09/02/2022,04/06/2025,,ok,if
1860,Radio Navigation,,It is necessary for flight crew and ATC to be aware of the on-board RNAV or RNP system capabilities in order to determine whether the performance of the RNAV or RNP system is appropriate for?,the specific airspace requirements.,062.07.01.01.03,EASA LOs,Hidden,,0.531221707817167,,09/02/2022,04/06/2025,,ok,"fadec,if"
1862,Radio Navigation,,Define continuity as the capability of the system to perform its function without...?,Unscheduled interruptions during the intended operation.,062.07.01.01.05,EASA LOs,Hidden,,0.05813028384000062,,09/02/2022,04/06/2025,,ok,if
1863,Radio Navigation,,Define integrity as a measure of the BLANK that can be placed in the correctness of the information supplied by the total system. What is 'BLANK'?,Blank = TrustIntegrity includes the ability of a system to provide timely and valid alerts to the user.,062.07.01.01.06,EASA LOs,Hidden,,0.21119050681591037,,09/02/2022,04/06/2025,,ok,if
1864,Radio Navigation,,"State that, unlike conventional navigation, PBN is not sensor-specific.","I find this confusing as GPS is a sensor receiving radio information the same as any other sensor. However, I think it means it doesn't require specific land-based radio aids.ie, frequent tuning, and retuning to aids as the flight progresses etc",062.07.01.01.07,EASA LOs,Hidden,,0.24893924640491605,,09/02/2022,04/06/2025,,ok,if
1865,Radio Navigation,,PBN: Explain the difference between raw data and computed dat?,"Raw data, eg a VOR signal displayed o an indicatorComputed data: integrated data displayed/used in a position and navigation system.",062.07.01.01.08,EASA LOs,Hidden,,0.3554928130470216,,09/02/2022,04/06/2025,,ok,if
1866,Radio Navigation,,"In PBN, Define availability as?",The percentage of time (annually) during which the system is available for use.,062.07.01.01.09,EASA LOs,Hidden,,0.9659879910759629,,09/02/2022,04/06/2025,,ok,if
1868,Radio Navigation,,List the components of PBN as navigational aid (NAVAID) infrastructure?,"navigation specification and navigation application.aeronautical data defines waypoints, routes and procedures. Quality control processes are at every stage and a validation process is used to check the procedure is accurate.",062.07.01.02.01,EASA LOs,Hidden,,0.8774084532633424,,09/02/2022,04/06/2025,,ok,if
1874,Radio Navigation,,State the difference between RNAV and RNP in terms of the requirement for on-board performance monitoring and alerting.,RNP requires onboard performance monitoring and alerting. RNAV does not.,062.07.02.01.01,EASA LOs,Hidden,,0.472720495890826,,09/02/2022,04/06/2025,,ok,if
1876,Radio Navigation,,List the basic functional requirements of the RNAV and RNP specifications?,"Continuous indication of lateral deviation, distance/bearing to active waypoint, GS or time to active waypoint, navigation data storage and failure indication.",062.07.02.02.01,EASA LOs,Hidden,,0.6293533407151699,,09/02/2022,04/06/2025,,ok,if
1878,Radio Navigation,,Interpret X in RNAV X or RNP X as?,"The lateral navigation (LNAV) accuracy (total system error) in nautical miles, which is expected to be achieved at least 95 per cent of the flight time by the population of aircraft operating within the given airspace, route or procedure.",062.07.02.03.01,EASA LOs,Hidden,,0.8007399127818644,,09/02/2022,04/06/2025,,ok,if
1880,Radio Navigation,,State that RNAV 10 and RNP 4 are used at what stage?,in the oceanic/remote phase of flight.,062.07.02.03.03,EASA LOs,Hidden,,0.07265468640252946,,09/02/2022,04/06/2025,,ok,if
1881,Radio Navigation,,State that RNAV 5 is used iin what stage?,In the en-route and arrival phases of flight.,062.07.02.03.04,EASA LOs,Hidden,,0.5028064702637494,,09/02/2022,04/06/2025,,ok,if
1882,Radio Navigation,,State that RNAV 2 and RNP 2 are also used as navigation specifications.,"RNP 2 - en route oceanic and en route continentalRNAV 2 enroute continental, Arrival, Departure",062.07.02.03.05,EASA LOs,Hidden,,0.438232334330678,,09/02/2022,04/06/2025,,ok,if
1888,Radio Navigation,,State that RNP 0.3 navigation specification is used when?,"in all phases of flight except for oceanic/remote and final approach, primarily for helicopters.",062.07.02.03.11,EASA LOs,Hidden,,0.8907919581979513,,09/02/2022,04/06/2025,,ok,if
1894,Radio Navigation,,Recognise the definition of radius to fix (RF) leg.Describe?,"Used when there is a requirement for a specific curved path in a terminal or approach procedure - it's a low level procedure. It's defined as a radius, an arc length and the fix at which is ends. Silly way to remember:RF - as in radio transmission - and you'd be making lots of RT calls in a terminal or approach procedure.",062.07.03.03.01,EASA LOs,Hidden,,0.500183445867151,,09/02/2022,04/06/2025,,ok,if
1895,Radio Navigation,,PBN: Recognise the definition of a fixed radius transition (FRT).,Used in en route procedures. Provides a more controlled (than a fly-by WP) transition from one route leg to another.Silly way to remember:FRT - a bit like Frite... chips... which you'd be having en route as part of your in-flight meal.,062.07.03.03.02,EASA LOs,Hidden,,0.18693734565749764,,09/02/2022,04/06/2025,,ok,if
1896,Radio Navigation,,PBN: State the importance of respecting the flight director guidance and the speed constraints associated with an RF procedure.,The FD will provide the correct ground path to follow.,062.07.03.03.03,EASA LOs,Hidden,,0.3085542940534652,,09/02/2022,04/06/2025,,ok,"fadec,if"
1897,Radio Navigation,,Explain the difference between a fly-by-turn and a fly-over.,"As it sounds:Fly over turn requires the WP to be overflown (circle around the WP) Fly by (no circle, the turn can be initiated early to intercept the next leg.",062.07.03.03.04,EASA LOs,Hidden,,0.5690366318449378,,09/02/2022,04/06/2025,,ok,if
1898,Radio Navigation,,"PBN: State that the Aeronautical Radio, Incorporated (ARINC) 424 path terminators set the standards for?","Coding the SIDs, STARs and instrument approach procedures (IAPs) from the official published government source documentation into the ARINC navigation database format.",062.07.03.03.05,EASA LOs,Hidden,,0.18252366362139583,,09/02/2022,04/06/2025,,ok,if
1899,Radio Navigation,,PBN: State that the path terminators define a specific type of termination of the previous flight path.,"Not really sure of the full context implications of this. BGS says:a SID or STAR requires the route to be asseembled (coded) in a series of segments. Each segment usually consists of a type of flight path (great circle or direct track) and the thing that terminates is, eg, arriving at a fix. These are end-of-segment path terminators and they define a specific type of termination of the previous flight path.Also just referred to as ARINC 424 path determinator. This surely has to be the most pointless piece of knowledge in the whole syllabus....",062.07.03.03.06,EASA LOs,Hidden,,0.5964022376574576,,09/02/2022,04/06/2025,,ok,"fadec,if"
